datetime,parameter,concentration,AQI,AQI cat,station_name
2022-12-25T16:00,PM10,4.0,4,1,Santa Barbara
2022-12-25T16:00,PM2.5,10.2,43,1,Hanford - S. Irwin Street
2022-12-25T16:00,PM10,12.0,11,1,Hanford - S. Irwin Street
2022-12-25T16:00,PM2.5,24.5,77,2,Omak-Colville Tribe
2022-12-25T16:00,PM2.5,5.4,23,1,Kelowna KLO Road
2022-12-25T16:00,PM10,5.0,5,1,Kelowna KLO Road
2022-12-25T16:00,PM2.5,6.8,28,1,Beaverlodge
2022-12-25T16:00,PM2.5,15.8,59,2,Visalia - W Ashland Avenue
2022-12-25T16:00,PM10,14.0,13,1,Wadsworth-NV
2022-12-25T16:00,PM2.5,10.4,43,1,Moses Lake-Balsam St
2022-12-25T16:00,PM2.5,6.5,27,1,Vernon Science Centre
2022-12-25T16:00,PM10,7.0,6,1,Vernon Science Centre
2022-12-25T16:00,PM2.5,1.8,8,1,Valemount
2022-12-25T16:00,PM2.5,10.4,43,1,Hermiston - Municipal Airport
2022-12-25T16:00,PM2.5,4.8,20,1,Kennewick-S Clodfelter Rd (SOS)
2022-12-25T16:00,PM2.5,1.7,7,1,Ojai - Ojai Ave.
2022-12-25T16:00,PM2.5,6.3,26,1,Kennewick-Metaline
2022-12-25T16:00,PM10,5.0,5,1,Kennewick-Metaline
2022-12-25T16:00,PM10,3.0,3,1,El Rio - Rio Mesa School #2
2022-12-25T16:00,PM2.5,0.0,0,1,El Rio - Rio Mesa School #2
2022-12-25T16:00,PM2.5,2.4,10,1,Lee Vining
2022-12-25T16:00,PM10,3.0,3,1,Lee Vining
2022-12-25T16:00,PM2.5,22.3,72,2,Bakersfield - California Ave
2022-12-25T16:00,PM2.5,14.1,55,2,Porterville-NFS
2022-12-25T16:00,PM2.5,13.4,54,2,Burns - Washington St.
2022-12-25T16:00,PM2.5,0.0,0,1,Pinehurst
2022-12-25T16:00,PM10,27.0,25,1,Oildale - 3311 Manor Street
2022-12-25T16:00,PM2.5,32.6,94,2,Bakersfield - Golden State Highway
2022-12-25T16:00,PM10,32.0,30,1,Bakersfield - Golden State Highway
2022-12-25T16:00,PM2.5,7.0,29,1,Burbank-Maple Street
2022-12-25T16:00,PM10,12.0,11,1,Burbank-Maple Street
2022-12-25T16:00,PM2.5,9.5,40,1,Mesa-Pepoit Way (temp SO)
2022-12-25T16:00,PM10,18.0,17,1,Mammoth Lakes
2022-12-25T16:00,PM2.5,4.0,17,1,PM2.5 Mammoth Lakes EBAM
2022-12-25T16:00,PM2.5,7.0,29,1,John Day Dayton St
2022-12-25T16:00,PM2.5,5.0,21,1,Thousand Oaks - Moorpark Road
2022-12-25T16:00,PM2.5,1.0,4,1,Lebec
2022-12-25T16:00,PM2.5,0.7,3,1,Sequoia and Kings Canyon - Ash Mountain
2022-12-25T16:00,PM2.5,10.1,42,1,Pendleton - McKay Creek
2022-12-25T16:00,PM2.5,15.4,58,2,Springville
2022-12-25T16:00,PM2.5,0.8,3,1,Piru - Pacific
2022-12-25T16:00,PM2.5,7.4,31,1,Grande Prairie - Henry Pirker
2022-12-25T16:00,PM2.5,1.4,6,1,Simi Valley - Cochran Street
2022-12-25T16:00,PM10,2.0,2,1,Simi Valley - Cochran Street
2022-12-25T16:00,PM2.5,20.3,68,2,Reseda
2022-12-25T16:00,PM2.5,6.4,27,1,Santa Clarita
2022-12-25T16:00,PM2.5,26.3,81,2,Bishop Paiute Tribe-CA
2022-12-25T16:00,PM10,14.0,13,1,Bishop Paiute Tribe-CA
2022-12-25T16:00,PM2.5,9.0,38,1,Ritzville-Alder St 
2022-12-25T16:00,PM2.5,13.8,55,2,North Holywood
2022-12-25T16:00,PM2.5,8.7,36,1,Walla Walla-12th St
2022-12-25T16:00,PM2.5,1.3,5,1,NCORE - Bishop
2022-12-25T16:00,PM10,2.0,2,1,NCORE - Bishop
2022-12-25T16:00,PM2.5,7.3,30,1,Los Angeles - N. Main Street
2022-12-25T16:00,PM10,13.0,12,1,Los Angeles - N. Main Street
2022-12-25T16:00,PM2.5,30.6,90,2,Compton
2022-12-25T16:00,PM2.5,32.7,94,2,Long Beach Signal Hill
2022-12-25T16:00,PM10,38.0,35,1,Long Beach Signal Hill
2022-12-25T16:00,PM10,6.0,6,1,Mojave - CA 58 Business
2022-12-25T16:00,PM2.5,0.5,2,1,Mojave - CA 58 Business
2022-12-25T16:00,PM2.5,8.9,37,1,La Grande Hall & N Sts
2022-12-25T16:00,PM10,11.0,10,1,Lone Pine
2022-12-25T16:00,PM2.5,7.1,30,1,Lone Pine Paiute/Shoshone Tribe-CA
2022-12-25T16:00,PM10,6.0,6,1,Olancha
2022-12-25T16:00,PM10,7.0,6,1,Bill Stanley
2022-12-25T16:00,PM10,5.0,5,1,North Beach
2022-12-25T16:00,PM2.5,4.8,20,1,Wellpinit-Spokane Tribe
2022-12-25T16:00,PM2.5,7.9,33,1,Dayton-W Main
2022-12-25T16:00,PM10,6.0,6,1,Dirty Socks
2022-12-25T16:00,PM10,5.0,5,1,Coso Junction
2022-12-25T16:00,PM10,5.0,5,1,Lizard Tail
2022-12-25T16:00,PM2.5,9.8,41,1,Anaheim
2022-12-25T16:00,PM10,18.0,17,1,Anaheim
2022-12-25T16:00,PM2.5,16.6,60,2,Colville-E 1st St
2022-12-25T16:00,PM10,14.0,13,1,Colville-E 1st St
2022-12-25T16:00,PM10,5.0,5,1,Shell Cut
2022-12-25T16:00,PM2.5,2.7,11,1,Keeler
2022-12-25T16:00,PM10,9.0,8,1,Keeler
2022-12-25T16:00,PM10,4.0,4,1,Mill Site
2022-12-25T16:00,PM10,3.0,3,1,Glendora - Laurel
2022-12-25T16:00,PM2.5,0.3,1,1,Glendora - Laurel
2022-12-25T16:00,PM2.5,10.4,43,1,Baker City - Forest Service
2022-12-25T16:00,PM2.5,5.5,23,1,Cove - City Hall
2022-12-25T16:00,PM2.5,31.9,93,2,Castlegar Zinio Park
2022-12-25T16:00,PM10,21.0,19,1,Castlegar Zinio Park
2022-12-25T16:00,PM10,8.0,7,1,Upland
2022-12-25T16:00,PM2.5,0.4,2,1,Upland
2022-12-25T16:00,PM2.5,6.1,25,1,Pomeroy-Pataha St
2022-12-25T16:00,PM2.5,8.5,35,1,Airway Heights-West 12th (US)
2022-12-25T16:00,PM2.5,4.4,18,1,Cheney-Turnbull (SO)
2022-12-25T16:00,PM10,6.0,6,1,Cheney-Turnbull (SO)
2022-12-25T16:00,PM2.5,28.4,85,2,Mira Loma - Van Buren
2022-12-25T16:00,PM10,47.0,44,1,Mira Loma - Van Buren
2022-12-25T16:00,PM2.5,9.8,41,1,Spokane-Monroe St.
2022-12-25T16:00,PM2.5,10.7,45,1,Riverside - Rubidoux
2022-12-25T16:00,PM10,24.0,22,1,Riverside - Rubidoux
2022-12-25T16:00,PM2.5,4.0,17,1,Camp Pendleton
2022-12-25T16:00,PM10,10.0,9,1,Trona - Athol and Telegraph
2022-12-25T16:00,PM2.5,3.1,13,1,Rosalia-Josephine St
2022-12-25T16:00,PM2.5,12.5,52,2,Spokane-Augusta Ave
2022-12-25T16:00,PM10,12.0,11,1,Spokane-Augusta Ave
2022-12-25T16:00,PM2.5,13.0,53,2,Colbert-Greenbluff
2022-12-25T16:00,PM2.5,1.6,7,1,Lake Elsinore - W. Flint Street
2022-12-25T16:00,PM10,5.0,5,1,Lake Elsinore - W. Flint Street
2022-12-25T16:00,PM2.5,23.4,75,2,Victorville - Park Avenue
2022-12-25T16:00,PM10,30.0,28,1,Victorville - Park Avenue
2022-12-25T16:00,PM2.5,8.2,34,1,Hinton
2022-12-25T16:00,PM2.5,5.5,23,1,Enterprise - US Forest Service
2022-12-25T16:00,PM10,12.0,11,1,Hesperia - Olive Street
2022-12-25T16:00,PM2.5,10.8,45,1,Spokane-Greenbluff Rd (SOS)
2022-12-25T16:00,PM2.5,12.9,53,2,Spokane-E Broadway Ave
2022-12-25T16:00,PM10,17.0,16,1,Spokane-E Broadway Ave
2022-12-25T16:00,PM2.5,2.6,11,1,Pullman-Dexter Ave
2022-12-25T16:00,PM2.5,8.9,37,1,San Diego - Sherman Elementary School
2022-12-25T16:00,PM2.5,0.5,2,1,Steeper
2022-12-25T16:00,PM2.5,2.1,9,1,Temecula (Lake Skinner)
2022-12-25T16:00,PM2.5,6.3,26,1,Clarkston-13th St
2022-12-25T16:00,PM2.5,15.0,57,2,Newport-Calispel
2022-12-25T16:00,PM10,23.0,21,1,Barstow
2022-12-25T16:00,PM2.5,9.6,40,1,Lewiston
2022-12-25T16:00,PM2.5,8.4,35,1,Ontario May Roberts Elementary School
2022-12-25T16:00,PM2.5,46.0,127,3,Golden Helipad
2022-12-25T16:00,PM10,43.0,40,1,Golden Helipad
2022-12-25T16:00,PM2.5,2.2,9,1,Moscow
2022-12-25T16:00,PM2.5,31.8,92,2,El Cajon - Lexington Elementary School
2022-12-25T16:00,PM2.5,5.5,23,1,Otay Mesa - Donovan
2022-12-25T16:00,PM10,9.0,8,1,Lucerne Valley
2022-12-25T16:00,PM2.5,1.6,7,1,Plummer CDA Tribe
2022-12-25T16:00,PM2.5,30.3,89,2,Big Bear
2022-12-25T16:00,PM2.5,7.5,31,1,Banning - South Hathaway Street
2022-12-25T16:00,PM2.5,10.2,43,1,Nursery Rd.
2022-12-25T16:00,PM2.5,1.0,4,1,Alpine
2022-12-25T16:00,PM2.5,12.3,51,2,St. Maries
2022-12-25T16:00,PM2.5,20.0,68,2,Nampa Fire Station
2022-12-25T16:00,PM10,24.0,22,1,Nampa Fire Station
2022-12-25T16:00,PM2.5,5.2,22,1,Sandpoint U of I
2022-12-25T16:00,PM10,7.0,6,1,Sandpoint U of I
2022-12-25T16:00,PM10,3.0,3,1,Palm Springs - Fire Station
2022-12-25T16:00,PM2.5,10.3,43,1,Edson
2022-12-25T16:00,PM2.5,3.8,16,1,Boundary County
2022-12-25T16:00,PM2.5,22.7,73,2,St. Lukes Meridian
2022-12-25T16:00,PM2.5,21.5,71,2,Garden City
2022-12-25T16:00,PM10,28.0,26,1,Garden City
2022-12-25T16:00,PM2.5,31.9,93,2,Pinehurst
2022-12-25T16:00,PM10,26.0,24,1,Pinehurst
2022-12-25T16:00,PM2.5,5.6,23,1,Indio-29 Palms
2022-12-25T16:00,PM10,17.0,16,1,Indio-29 Palms
2022-12-25T16:00,PM10,14.0,13,1,Torres Martinez Administration
2022-12-25T16:00,PM2.5,2.8,12,1,Grangeville
2022-12-25T16:00,PM2.5,2.5,10,1,McCall
2022-12-25T16:00,PM10,23.0,21,1,Saul Martinez
2022-12-25T16:00,PM2.5,17.3,62,2,Kamiah
2022-12-25T16:00,PM2.5,8.0,33,1,Salton Sea Beach
2022-12-25T16:00,PM10,14.0,13,1,Salton Sea Beach
2022-12-25T16:00,PM10,12.0,11,1,Glen Oaks
2022-12-25T16:00,PM10,14.0,13,1,Church
2022-12-25T16:00,PM2.5,4.3,18,1,Garden Valley
2022-12-25T16:00,PM2.5,12.8,52,2,Idaho City
2022-12-25T16:00,PM10,6.0,6,1,Elko
2022-12-25T16:00,PM2.5,6.3,26,1,Cranbrook Muriel Baxter
2022-12-25T16:00,PM10,10.0,9,1,Westmorland - 570 Cook St
2022-12-25T16:00,PM10,18.0,17,1,El Centro - 9th Street
2022-12-25T16:00,PM2.5,21.5,71,2,Libby Courthouse
2022-12-25T16:00,PM10,18.0,17,1,Libby Courthouse
2022-12-25T16:00,PM10,15.0,14,1,Niland - English Road
2022-12-25T16:00,PM10,17.0,16,1,Brawley - 220 Main Street
2022-12-25T16:00,PM2.5,2.1,9,1,Brawley - 220 Main Street
2022-12-25T16:00,PM10,71.0,59,2,Calexico - Ethel Street
2022-12-25T16:00,PM2.5,1.0,4,1,Jean
2022-12-25T16:00,PM10,3.0,3,1,Jean
2022-12-25T16:00,PM2.5,2.2,9,1,Palo Verde
2022-12-25T16:00,PM10,6.0,6,1,Palo Verde
2022-12-25T16:00,PM2.5,9.9,41,1,Thompson Falls HS
2022-12-25T16:00,PM10,19.0,18,1,Thompson Falls HS
2022-12-25T16:00,PM2.5,1.5,6,1,Mountains Edge
2022-12-25T16:00,PM10,4.0,4,1,Mountains Edge
2022-12-25T16:00,PM2.5,3.7,15,1,Walter Johnson
2022-12-25T16:00,PM10,9.0,8,1,Walter Johnson
2022-12-25T16:00,PM2.5,4.6,19,1,Paul Meyer
2022-12-25T16:00,PM10,10.0,9,1,Paul Meyer
2022-12-25T16:00,PM10,7.0,6,1,Joe Neal
2022-12-25T16:00,PM2.5,1.5,6,1,Joe Neal
2022-12-25T16:00,PM2.5,5.9,25,1,RT
2022-12-25T16:00,PM2.5,2.4,10,1,Liberty High School
2022-12-25T16:00,PM10,8.0,7,1,Liberty High School
2022-12-25T16:00,PM2.5,65.2,156,4,Sunrise Acres
2022-12-25T16:00,PM10,89.0,68,2,Sunrise Acres
2022-12-25T16:00,PM2.5,14.8,57,2,Walnut Rec.
2022-12-25T16:00,PM10,27.0,25,1,Walnut Rec.
2022-12-25T16:00,PM2.5,78.6,163,4,Jerome Mack
2022-12-25T16:00,PM10,104.0,75,2,Jerome Mack
2022-12-25T16:00,PM2.5,4.0,17,1,GreenValley
2022-12-25T16:00,PM10,9.0,8,1,GreenValley
2022-12-25T16:00,PM10,1.0,1,1,Elkford Rocky Mountain Elementary School
2022-12-25T16:00,PM2.5,0.0,0,1,Elkford Rocky Mountain Elementary School
2022-12-25T16:00,PM2.5,1.0,4,1,Sparwood Centennial Square
2022-12-25T16:00,PM10,3.0,3,1,Sparwood Centennial Square
2022-12-25T16:00,PM2.5,5.4,23,1,Garrett Jr. High
2022-12-25T16:00,PM10,11.0,10,1,Garrett Jr. High
2022-12-25T16:00,PM2.5,0.0,0,1,Caroline
2022-12-25T16:00,PM10,25.0,23,1,Yuma Supersite
2022-12-25T16:00,PM2.5,2.6,11,1,Yuma Supersite
2022-12-25T16:00,PM10,5.0,5,1,Bullhead City
2022-12-25T16:00,PM2.5,10.6,44,1,Twin Falls PM25
2022-12-25T16:00,PM2.5,6.3,26,1,Powers
2022-12-25T16:00,PM2.5,9.0,38,1,Ketchum
2022-12-25T16:00,PM10,16.0,15,1,Kalispell Flathead Electric
2022-12-25T16:00,PM2.5,22.7,73,2,French Town - Beckwith
2022-12-25T16:00,PM2.5,4.5,19,1,Genesee
2022-12-25T16:00,PM2.5,16.9,61,2,Columbia Falls
2022-12-25T16:00,PM10,16.0,15,1,Columbia Falls
2022-12-25T16:00,PM2.5,1.3,5,1,Hamilton PS 46
2022-12-25T16:00,PM2.5,0.4,2,1,Calgary Northwest
2022-12-25T16:00,PM2.5,16.6,60,2,Unit139
2022-12-25T16:00,PM2.5,8.4,35,1,Calgary Central2
2022-12-25T16:00,PM2.5,2.6,11,1,Virgin Valley
2022-12-25T16:00,PM10,8.0,7,1,Virgin Valley
2022-12-25T16:00,PM2.5,5.9,25,1,Airdrie
2022-12-25T16:00,PM2.5,19.3,66,2,Missoula Boyd Park
2022-12-25T16:00,PM10,20.0,19,1,Missoula Boyd Park
2022-12-25T16:00,PM2.5,11.0,46,1,CALGARY SOUTHEAST
2022-12-25T16:00,PM2.5,21.5,71,2,Salmon PM2.5
2022-12-25T16:00,PM2.5,8.1,34,1,RED DEER RIVERSIDE DRIVE
2022-12-25T16:00,PM2.5,10.7,45,1,RED DEER - LANCASTER
2022-12-25T16:00,PM2.5,7.1,30,1,St Albert
2022-12-25T16:00,PM2.5,8.8,37,1,Edmonton Woodcroft
2022-12-25T16:00,PM10,5.0,5,1,Alamo Lake
2022-12-25T16:00,PM2.5,0.7,3,1,Alamo Lake
2022-12-25T16:00,PM2.5,12.4,52,2,Edmonton Central East
2022-12-25T16:00,PM2.5,3.0,13,1,Seeley Elementary School
2022-12-25T16:00,PM2.5,7.6,32,1,Edmonton East
2022-12-25T16:00,PM2.5,9.1,38,1,AJ Ottewell Community Centre
2022-12-25T16:00,PM2.5,1.7,7,1,Hurricane
2022-12-25T16:00,PM2.5,5.5,23,1,Fort Saskatchewan
2022-12-25T16:00,PM2.5,5.6,23,1,Ardrossan
2022-12-25T16:00,PM2.5,4.6,19,1,Enoch
2022-12-25T16:00,PM2.5,5.4,23,1,Bruderheim
2022-12-25T16:00,PM2.5,4.3,18,1,Elk Island
2022-12-25T16:00,PM10,8.0,7,1,Ajo
2022-12-25T16:00,PM2.5,2.3,10,1,Lethbridge
2022-12-25T16:00,PM2.5,0.0,0,1,Dillon
2022-12-25T16:00,PM10,28.0,26,1,Buckeye
2022-12-25T16:00,PM10,3.0,3,1,Butte Greely School
2022-12-25T16:00,PM2.5,0.6,3,1,Butte Greely School
2022-12-25T16:00,PM2.5,11.6,48,1,Pocatello Garrett and Gould
2022-12-25T16:00,PM10,12.0,11,1,Pocatello Garrett and Gould
2022-12-25T16:00,PM10,95.0,71,2,Shoshone Bannock Tribes
2022-12-25T16:00,PM2.5,0.0,0,1,Cut Bank
2022-12-25T16:00,PM2.5,12.7,52,2,Erda
2022-12-25T16:00,PM10,9.0,8,1,Dysart
2022-12-25T16:00,PM10,8.0,7,1,Zuni Hills
2022-12-25T16:00,PM2.5,15.8,59,2,Glendale Community College
2022-12-25T16:00,PM10,18.0,17,1,Glendale Community College
2022-12-25T16:00,PM10,103.0,75,2,West 43rd
2022-12-25T16:00,PM2.5,141.6,195,4,West Phoenix
2022-12-25T16:00,PM10,156.0,101,3,West Phoenix
2022-12-25T16:00,PM2.5,146.6,198,4,Durango Complex
2022-12-25T16:00,PM10,162.0,104,3,Durango Complex
2022-12-25T16:00,PM2.5,49.8,136,3,Phoenix JLG Supersite
2022-12-25T16:00,PM10,61.0,54,2,Phoenix JLG Supersite
2022-12-25T16:00,PM2.5,67.7,157,4,South Phoenix
2022-12-25T16:00,PM10,74.0,60,2,South Phoenix
2022-12-25T16:00,PM2.5,10.4,43,1,North Phoenix
2022-12-25T16:00,PM10,12.0,11,1,North Phoenix
2022-12-25T16:00,PM10,20.0,19,1,Maricopa
2022-12-25T16:00,PM10,40.0,37,1,Central Phoenix
2022-12-25T16:00,PM2.5,6.3,26,1,Hidden Valley
2022-12-25T16:00,PM10,14.0,13,1,Hidden Valley
2022-12-25T16:00,PM2.5,25.8,80,2,Herriman #3
2022-12-25T16:00,PM10,18.0,17,1,Herriman #3
2022-12-25T16:00,PM2.5,0.0,0,1,Rossiter Pump House
2022-12-25T16:00,PM2.5,26.5,81,2,Eastwood
2022-12-25T16:00,PM2.5,31.2,91,2,Harrisville
2022-12-25T16:00,PM10,35.0,32,1,Harrisville
2022-12-25T16:00,PM2.5,1.2,5,1,NCORE
2022-12-25T16:00,PM10,22.0,20,1,Stanfield
2022-12-25T16:00,PM2.5,40.6,114,3,Utah Tech. Center
2022-12-25T16:00,PM2.5,6.3,26,1,Tempe
2022-12-25T16:00,PM10,7.0,6,1,Tempe
2022-12-25T16:00,PM2.5,42.3,118,3,Rose Park
2022-12-25T16:00,PM10,3.0,3,1,South Scottsdale
2022-12-25T16:00,PM2.5,48.5,133,3,NR
2022-12-25T16:00,PM2.5,45.8,126,3,Copper View
2022-12-25T16:00,PM2.5,39.3,110,3,BV
2022-12-25T16:00,PM10,28.0,26,1,West Chandler Fire Station
2022-12-25T16:00,PM2.5,50.4,138,3,Hawthorne
2022-12-25T16:00,PM10,49.0,45,1,Hawthorne
2022-12-25T16:00,PM2.5,1.3,5,1,Mesa - Brooks Reservoir
2022-12-25T16:00,PM10,1.0,1,1,Mesa - Brooks Reservoir
2022-12-25T16:00,PM2.5,36.6,104,3,Preston PM25 BAM
2022-12-25T16:00,PM10,3.0,3,1,Senior Center
2022-12-25T16:00,PM2.5,42.2,117,3,Smithfield
2022-12-25T16:00,PM10,4.0,4,1,High School
2022-12-25T16:00,PM10,4.0,4,1,LEHI
2022-12-25T16:00,PM2.5,12.2,51,2,Casa Grande Downtown
2022-12-25T16:00,PM10,19.0,18,1,Casa Grande Downtown
2022-12-25T16:00,PM10,23.0,21,1,Higley
2022-12-25T16:00,PM2.5,30.5,90,2,Lindon
2022-12-25T16:00,PM10,34.0,31,1,Lindon
2022-12-25T16:00,PM10,9.0,8,1,Ft McD Yuma Frank-AZ
2022-12-25T16:00,PM2.5,36.4,103,3,Spanish Fork
2022-12-25T16:00,PM2.5,3.9,16,1,Syncrude UE1
2022-12-25T16:00,PM2.5,4.1,17,1,Fort McKay
2022-12-25T16:00,PM2.5,3.6,15,1,Fort MacKay West
2022-12-25T16:00,PM10,19.0,18,1,Pinal County Housing
2022-12-25T16:00,PM10,12.0,11,1,COMBS
2022-12-25T16:00,PM10,22.0,20,1,Eloy
2022-12-25T16:00,PM2.5,1.0,4,1,St. Lina
2022-12-25T16:00,PM2.5,4.7,20,1,Patricia McInnes
2022-12-25T16:00,PM2.5,4.3,18,1,Athabasca Valley
2022-12-25T16:00,PM10,22.0,20,1,Payson Well Site
2022-12-25T16:00,PM10,24.0,22,1,Pinal Air Park
2022-12-25T16:00,PM2.5,3.7,15,1,Great Falls Overlook Park
2022-12-25T16:00,PM2.5,1.6,7,1,Fort Chipewyan
2022-12-25T16:00,PM2.5,2.0,8,1,Conklin West
2022-12-25T16:00,PM10,18.0,17,1,Rillito
2022-12-25T16:00,PM2.5,12.5,52,2,Coachline
2022-12-25T16:00,PM2.5,0.0,0,1,West Yellowstone Park Ent #2
2022-12-25T16:00,PM2.5,1.9,8,1,Conklin East
2022-12-25T16:00,PM2.5,4.4,18,1,Bozeman High School
2022-12-25T16:00,PM2.5,6.2,26,1,Anzac
2022-12-25T16:00,PM2.5,20.8,69,2,Orange Grove
2022-12-25T16:00,PM10,33.0,31,1,Orange Grove
2022-12-25T16:00,PM2.5,2.8,12,1,Green Valley
2022-12-25T16:00,PM10,8.0,7,1,Green Valley
2022-12-25T16:00,PM2.5,11.7,49,1,Children's Park Site
